,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2724,2013.03,Other depository institutions,222,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3918
2725,2013.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2726,2013.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3970
2727,2013.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2728,2013.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2729,2013.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-52
2730,2013.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2731,2013.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2732,2013.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2733,2013.03,Other depository institutions,222,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,123
2734,2013.03,Other depository institutions,222,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,14
2735,2013.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2736,2013.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,3918
2737,2013.03,Investment funds,231,Closing balance total assets,LE00000,A000000,49642
2738,2013.03,Investment funds,231,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,49509
2739,2013.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2740,2013.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11451
2741,2013.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,16078
2742,2013.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,0
2743,2013.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,21588
2744,2013.03,Investment funds,231,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2745,2013.03,Investment funds,231,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2746,2013.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,392
2747,2013.03,Investment funds,231,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,49642
2748,2013.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2749,2013.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2750,2013.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2751,2013.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2752,2013.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,49642
2753,2013.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2754,2013.03,Investment funds,231,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2755,2013.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2756,2013.03,Investment funds,231,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,133
2757,2013.03,Investment funds,231,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
2758,2013.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2759,2013.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,49642
2760,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,70827
2761,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,69968
2762,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2763,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,621
2764,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,41322
2765,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,20555
2766,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2116
2767,2013.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2768,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,181
2769,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,5173
2770,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,70726
2771,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2772,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2773,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,52454
2774,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,15507
2775,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2042
2776,2013.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2777,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,124
2778,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,598
2779,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,840
2780,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,19
2781,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,101
2782,2013.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,70827
2783,2013.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,39369
2784,2013.03,Insurance corporations,251,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,37857
2785,2013.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2786,2013.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2787,2013.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2788,2013.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2789,2013.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,4614
2790,2013.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,10523
2791,2013.03,Insurance corporations,251,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,373
2792,2013.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,7075
2793,2013.03,Insurance corporations,251,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,39990
2794,2013.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2795,2013.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2796,2013.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
